,barometric_pressure,humidity,temperature,wind_direction,wind_speed,solar_radiation
10775,30.42,82.0,57.0,12.17,11.25,546.87
10776,30.42,81.0,57.0,42.12,7.87,906.61
10777,30.42,80.0,57.0,10.74,7.87,886.96
10778,30.42,81.0,57.0,60.05,1.12,914.08
10779,30.42,82.0,58.0,37.1,9.0,815.35
10780,30.42,82.0,58.0,29.52,6.75,1062.75
10781,30.42,81.0,58.0,358.91,7.87,922.26
10782,30.42,79.0,58.0,2.44,4.5,908.41
10783,30.42,80.0,58.0,343.02,5.62,917.85
10784,30.42,80.0,58.0,77.65,7.87,933.59
10785,30.43,79.0,58.0,11.21,9.0,950.63
10786,30.43,78.0,58.0,3.06,6.75,941.9
10787,30.42,77.0,59.0,99.26,12.37,947.36
10788,30.43,79.0,58.0,49.07,15.75,939.12
10789,30.43,79.0,58.0,259.34,5.62,928.78
10790,30.43,79.0,58.0,66.58,11.25,954.87
10791,30.43,80.0,58.0,94.81,11.25,964.69
10792,30.44,80.0,58.0,67.08,3.37,970.49
10793,30.44,77.0,58.0,54.97,6.75,965.2
10794,30.44,78.0,58.0,61.93,4.5,937.11
10795,30.44,78.0,58.0,4.11,3.37,918.58
10796,30.44,78.0,59.0,0.15,11.25,846.88
10797,30.44,72.0,59.0,34.73,14.62,955.72
10798,30.44,69.0,59.0,15.1,12.37,951.06
10799,30.44,69.0,59.0,35.865,8.435,952.1
10800,30.44,63.0,59.0,56.63,4.5,953.14
10801,30.44,63.0,60.0,0.49,4.5,936.09
10802,30.44,60.0,60.0,0.15,14.62,944.18
10803,30.45,52.0,60.0,359.37,9.0,941.18
10804,30.45,55.0,60.0,330.66,9.0,917.02
10805,30.44,57.0,60.0,24.75,7.87,942.58
10806,30.45,60.0,59.0,63.3,14.62,954.11
10807,30.45,64.0,59.0,71.31,5.62,943.02
10808,30.45,63.0,60.0,43.76,12.37,946.68
10809,30.45,58.0,60.0,10.99,6.75,936.84
10810,30.45,60.0,60.0,71.92,9.0,929.96
10811,30.45,58.0,60.0,81.77,10.12,918.5
10812,30.45,56.0,61.0,298.27,4.5,912.07
10813,30.45,52.0,61.0,127.78,9.0,901.78
10814,30.45,51.0,61.0,70.55,14.62,893.07
10815,30.45,46.0,61.0,358.38,9.0,878.6
10816,30.45,45.0,61.0,53.52,10.12,870.73
10817,30.45,44.0,61.0,65.26,11.25,816.33
10818,30.45,43.0,61.0,308.38,5.62,777.15
10819,30.45,43.0,61.0,0.23,7.87,761.45
10820,30.45,46.0,61.0,348.58,4.5,852.31
10821,30.46,45.0,60.0,24.3,10.12,824.34
10822,30.46,44.0,60.0,48.81,10.12,823.55
10823,30.45,46.0,60.0,107.14,10.12,812.27
10824,30.45,47.0,60.0,300.1,5.62,771.93
10825,30.45,44.0,61.0,55.67,10.12,762.26
10826,30.46,45.0,61.0,68.62,12.37,741.99
10827,30.46,41.0,61.0,341.85,5.62,741.35
10828,30.45,39.0,61.0,28.63,9.0,676.52
10829,30.45,39.0,61.0,108.61,10.12,703.15
10830,30.45,40.0,61.0,116.8,6.75,709.46
10831,30.45,41.0,61.0,140.75,5.62,668.46
10832,30.45,39.0,61.0,101.26,4.5,628.65
10833,30.45,40.0,61.0,32.95,3.37,622.2
10834,30.45,40.0,60.0,67.25,7.87,632.37
10835,30.45,41.0,60.0,33.03,2.25,594.06
10836,30.45,41.0,60.0,67.7,6.75,603.19
10837,30.45,43.0,59.0,136.38,6.75,537.5
10838,30.45,42.0,59.0,143.67,12.37,427.8
10839,30.45,42.0,59.0,99.27,5.62,501.09
10840,30.45,42.0,59.0,156.02,5.62,536.83
10841,30.45,46.0,58.0,173.11,12.37,513.8
10842,30.45,44.0,58.0,155.64,7.87,441.91
10843,30.45,44.0,58.0,245.96,2.25,342.69
10844,30.45,46.0,58.0,64.07,5.62,439.71
10845,30.45,47.0,57.0,128.19,3.37,436.54
10846,30.45,48.0,57.0,121.82,4.5,416.04
10847,30.44,50.0,56.0,83.87,2.25,384.99
10848,30.44,52.0,55.0,140.6,9.0,352.65
10849,30.44,53.0,53.0,118.49,2.25,338.69
10850,30.44,56.0,52.0,159.01,12.37,298.03
10851,30.44,57.0,51.0,153.47,9.0,280.07
10852,30.44,58.0,51.0,176.51,6.75,232.81
10853,30.44,58.0,50.0,158.89,6.75,33.42
10854,30.44,58.0,50.0,138.52,11.25,32.4
10855,30.44,58.0,50.0,152.45,13.5,33.03
10856,30.44,57.0,50.0,157.0,13.5,34.77
10857,30.43,58.0,50.0,178.45,10.12,36.25
10858,30.43,58.0,49.0,147.49,12.37,36.36
10859,30.43,59.0,49.0,154.34,13.5,34.96
10860,30.43,59.0,48.0,170.25,11.25,32.7
10861,30.43,60.0,48.0,187.73,13.5,28.56
10862,30.43,60.0,48.0,161.2,9.0,23.13
10863,30.43,60.0,48.0,132.7,6.75,17.78
10864,30.43,60.0,48.0,157.36,10.12,12.56
10865,30.43,60.0,48.0,172.81,10.12,7.96
10866,30.43,61.0,48.0,156.2,11.25,4.38
10867,30.42,60.0,48.0,154.48,7.87,3.55
10868,30.42,59.0,48.0,176.5,11.25,3.25
10869,30.42,59.0,48.0,173.36,13.5,1.38
10870,30.42,58.0,48.0,182.8,9.0,1.2
10871,30.42,58.0,48.0,175.12,12.37,1.24
10872,30.42,59.0,48.0,166.46,9.0,1.21
10873,30.41,59.0,48.0,180.83,9.0,1.21
10874,30.41,59.0,48.0,161.46,11.25,1.21
10875,30.41,60.0,48.0,137.18,12.37,1.24
10876,30.41,60.0,48.0,182.37,10.12,1.2
10877,30.41,59.0,48.0,173.02,12.37,1.21
10878,30.41,59.0,48.0,162.19,9.0,1.24
10879,30.41,60.0,48.0,167.38,12.37,1.21
10880,30.41,61.0,47.0,183.52,7.87,1.23
10881,30.41,61.0,48.0,152.21,9.0,1.24
10882,30.41,61.0,48.0,150.83,13.5,1.19
10883,30.41,60.0,48.0,155.8,11.25,1.21
10884,30.4,60.0,47.0,139.99,6.75,1.25
10885,30.41,60.0,47.0,147.7,10.12,1.21
10886,30.4,60.0,47.0,160.35,7.87,1.2
10887,30.4,59.0,47.0,169.76,11.25,1.26
10888,30.4,58.0,48.0,153.33,11.25,1.21
10889,30.4,56.0,48.0,154.07,7.87,1.18
10890,30.4,58.0,47.0,164.92,10.12,1.22
10891,30.4,58.0,47.0,133.34,7.87,1.18
10892,30.4,55.0,47.0,175.84,7.87,1.18
10893,30.4,55.0,48.0,153.02,5.62,1.21
10894,30.4,54.0,48.0,182.05,4.5,1.21
10895,30.4,55.0,48.0,147.99,12.37,1.21
10896,30.4,55.0,47.0,180.05,7.87,1.2
10897,30.4,57.0,47.0,154.5,6.75,1.21
10898,30.4,55.0,47.0,184.94,7.87,1.22
10899,30.4,54.0,48.0,159.44,11.25,1.21
10900,30.4,54.0,48.0,137.14,7.87,1.23
10901,30.4,52.0,48.0,164.52,7.87,1.2
10902,30.4,54.0,48.0,151.44,11.25,1.22
10903,30.4,54.0,48.0,176.06,10.12,1.23
10904,30.4,53.0,48.0,175.59,6.75,1.22
10905,30.4,53.0,47.0,165.65,11.25,1.18
10906,30.4,55.0,47.0,161.19,13.5,1.2
10907,30.41,58.0,47.0,177.48,7.87,1.19
10908,30.4,58.0,46.0,177.68,6.75,1.21
10909,30.41,55.0,47.0,163.63,6.75,1.23
10910,30.41,54.0,47.0,149.7,7.87,1.25
10911,30.41,54.0,47.0,156.18,10.12,1.24
10912,30.41,51.0,47.0,141.07,11.25,1.23
10913,30.41,53.0,46.0,157.75,11.25,1.2
10914,30.41,52.0,46.0,150.57,10.12,1.2
10915,30.41,53.0,46.0,187.47,7.87,1.22
10916,30.42,55.0,46.0,174.71,7.87,1.23
10917,30.42,54.0,46.0,157.66,10.12,1.22
10918,30.42,54.0,46.0,161.96,5.62,1.22
10919,30.42,55.0,46.0,162.68,7.87,1.21
10920,30.42,53.0,46.0,168.38,7.87,1.25
10921,30.42,53.0,46.0,176.75,7.87,1.22
10922,30.42,54.0,46.0,184.19,7.87,1.2
10923,30.43,55.0,46.0,170.1,9.0,1.21
10924,30.43,55.0,46.0,179.58,7.87,1.21
10925,30.43,55.0,46.0,161.71,9.0,1.2
10926,30.43,56.0,46.0,194.17,7.87,1.21
10927,30.43,55.0,46.0,171.7,6.75,1.21
10928,30.43,54.0,46.0,187.47,7.87,1.22
10929,30.43,55.0,46.0,174.18,9.0,1.19
10930,30.43,55.0,46.0,158.5,5.62,1.23
10931,30.44,55.0,46.0,193.63,7.87,1.21
10932,30.44,56.0,46.0,167.42,7.87,1.19
10933,30.44,53.0,46.0,169.27,6.75,1.23
10934,30.44,54.0,46.0,170.08,7.87,1.21
10935,30.44,55.0,46.0,162.49,7.87,1.18
10936,30.44,55.0,46.0,173.65,7.87,1.22
10937,30.44,54.0,46.0,173.53,5.62,1.21
10938,30.44,52.0,46.0,163.53,7.87,1.22
10939,30.44,53.0,46.0,157.89,7.87,1.19
10940,30.45,52.0,46.0,174.53,7.87,1.22
10941,30.45,52.0,46.0,183.76,8.435,1.22
10942,30.44,53.0,46.0,192.99,9.0,1.22
10943,30.45,52.0,46.0,168.5,6.75,1.2
10944,30.45,50.0,46.0,162.24,10.12,1.24
10945,30.45,49.0,46.0,191.87,6.75,1.24
10946,30.45,49.0,46.0,154.95,9.0,1.21
10947,30.45,49.0,46.0,170.15,9.0,1.19
10948,30.45,48.0,46.0,164.73,9.0,1.19
10949,30.45,47.0,46.0,156.68,9.0,1.19
10950,30.45,47.0,46.0,168.83,7.87,1.2
10951,30.45,46.0,46.0,182.64,7.87,1.21
10952,30.45,44.0,47.0,180.94,7.87,1.19
10953,30.45,41.0,46.0,169.14,10.12,1.21
10954,30.46,43.0,46.0,167.58,9.0,1.19
10955,30.45,41.0,46.0,176.36,6.75,1.16
10956,30.45,40.0,46.0,168.19,6.75,1.18
10957,30.45,40.0,46.0,146.44,9.0,1.18
10958,30.45,39.0,46.0,202.19,9.0,1.22
10959,30.45,40.0,47.0,165.12,9.0,1.22
10960,30.46,39.0,47.0,155.93,6.75,1.22
10961,30.45,39.0,47.0,146.76,11.25,1.2
10962,30.45,38.0,47.0,180.46,9.0,1.23
10963,30.45,37.0,47.0,161.75,9.0,1.21
10964,30.45,37.0,47.0,158.98,10.12,1.24
10965,30.46,37.0,47.0,175.95,6.75,1.23
10966,30.45,36.0,47.0,165.8,9.0,1.15
10967,30.45,33.0,48.0,162.66,7.87,1.22
10968,30.45,34.0,48.0,150.22,10.12,1.23
10969,30.45,35.0,48.0,171.94,11.25,1.21
10970,30.45,34.0,48.0,157.79,10.12,1.22
10971,30.45,35.0,47.0,155.8,11.25,1.18
10972,30.45,36.0,47.0,169.13,13.5,1.21
10973,30.45,37.0,47.0,179.97,10.12,1.22
10974,30.45,38.0,47.0,147.93,9.0,1.24
10975,30.45,38.0,47.0,132.29,11.25,1.21
10976,30.45,38.0,48.0,157.74,10.12,1.26
10977,30.45,37.0,48.0,169.44,4.5,1.2
10978,30.45,37.0,48.0,145.62,9.0,1.24
10979,30.45,37.0,48.0,146.84,9.0,1.2
10980,30.45,37.0,48.0,142.79,10.12,1.25
10981,30.45,37.0,48.0,170.18,9.0,1.21
10982,30.44,38.0,48.0,146.09,7.87,1.18
10983,30.44,41.0,47.0,169.71,10.12,1.23
10984,30.44,43.0,47.0,138.16,10.12,1.23
10985,30.44,42.0,48.0,147.86,13.5,1.23
10986,30.44,41.0,48.0,144.44,13.5,1.24
10987,30.44,41.0,48.0,128.46,9.0,1.25
10988,30.44,41.0,48.0,155.86,3.37,1.2
10989,30.44,41.0,48.0,176.07,4.5,1.24
10990,30.44,42.0,48.0,161.24,4.5,1.23
10991,30.44,43.0,49.0,135.01,12.37,1.22
10992,30.43,43.0,49.0,107.52,7.87,1.2
10993,30.43,42.0,49.0,147.42,12.37,1.22
10994,30.43,44.0,49.0,78.96,6.75,1.2
10995,30.43,45.0,49.0,245.29,4.5,1.22
10996,30.42,47.0,49.0,116.05,3.37,1.25
10997,30.42,48.0,48.0,85.4,9.0,1.2
10998,30.42,60.0,47.0,58.67,3.37,1.21
10999,30.41,72.0,45.0,178.35,4.5,1.21
11000,30.41,89.0,44.0,283.65,3.37,1.19
11001,30.41,96.0,44.0,176.41,6.75,1.16
11002,30.41,96.0,44.0,123.65,2.25,1.19
11003,30.41,94.0,45.0,90.39,7.87,1.2
11004,30.4,92.0,45.0,73.06,2.25,1.17
11005,30.4,88.0,46.0,93.93,5.62,1.19
11006,30.4,86.0,47.0,134.48,4.5,1.23
11007,30.4,79.0,50.0,51.09,2.25,1.23
11008,30.4,61.0,54.0,99.41,9.0,1.24
11009,30.4,32.0,53.0,151.44,7.87,1.22
11010,30.4,34.0,53.0,87.84,6.75,1.24
11011,30.39,35.0,53.0,155.61,10.12,1.24
11012,30.39,34.0,53.0,167.52,14.62,1.22
11013,30.39,39.0,52.0,165.34,6.75,1.25
11014,30.39,44.0,52.0,112.23,4.5,2.21
11015,30.39,46.0,52.0,115.14,6.75,3.56
11016,30.39,50.0,51.0,97.49,5.62,5.58
11017,30.39,65.0,50.0,130.08,7.87,9.25
11018,30.39,80.0,50.0,120.19,10.12,15.7
11019,30.39,87.0,51.0,41.35,3.37,23.31
11020,30.4,78.0,51.0,127.56,7.87,29.4
11021,30.4,79.0,51.0,149.28,6.75,34.7
11022,30.39,85.0,51.0,103.48,9.0,38.41
11023,30.39,81.0,53.0,89.69,3.37,43.71
11024,30.4,69.0,54.0,132.15,4.5,51.29
11025,30.39,65.0,55.0,165.54,5.62,63.95
11026,30.39,72.0,57.0,97.09,7.87,94.5
11027,30.39,38.0,57.0,73.11,3.37,139.31
11028,30.39,39.0,57.0,127.02,3.37,101.32
11029,30.39,44.0,57.0,132.05,10.12,98.55
11030,30.39,55.0,57.0,167.54,4.5,150.42
11031,30.39,62.0,56.0,1.65,2.25,250.57
11032,30.39,68.0,55.0,57.21,5.62,314.98
11033,30.39,78.0,55.0,114.64,7.87,362.2
11034,30.39,80.0,54.0,17.51,3.37,373.84
11035,30.39,84.0,54.0,96.54,5.62,385.77
11036,30.39,85.0,55.0,71.72,4.5,406.65
11037,30.39,85.0,55.0,336.51,3.37,356.45
11038,30.39,83.0,55.0,124.05,2.25,440.27
11039,30.39,83.0,55.0,35.05,6.75,472.56
11040,30.39,84.0,55.0,28.35,6.75,477.26
11041,30.38,84.0,55.0,45.08,6.75,451.34
11042,30.38,83.0,55.0,62.84,11.25,461.33
11043,30.38,81.0,55.0,40.98,5.62,568.67
11044,30.38,82.0,56.0,56.96,4.5,508.55
11045,30.38,82.0,56.0,74.16,5.62,608.48
11046,30.38,81.0,56.0,71.67,4.5,352.81
11047,30.38,79.0,57.0,122.21,9.0,595.12
11048,30.38,80.0,56.0,6.55,7.87,663.29
11049,30.38,77.0,57.0,92.62,7.87,688.94
11050,30.38,78.0,57.0,65.25,9.0,626.27
11051,30.38,78.0,58.0,44.53,3.37,672.62
11052,30.38,78.0,58.0,15.23,7.87,725.11
11053,30.38,78.0,58.0,109.47,9.0,718.76
11054,30.38,77.0,57.0,322.74,3.37,746.7
11055,30.38,76.0,57.0,53.41,4.5,775.75
11056,30.38,77.0,58.0,348.01,2.25,750.96
11057,30.38,77.0,58.0,103.74,11.25,765.01
11058,30.38,75.0,58.0,35.44,4.5,785.28
11059,30.38,71.0,59.0,359.92,5.62,815.46
11060,30.38,66.0,59.0,72.36,4.5,819.45
11061,30.38,63.0,60.0,97.89,6.75,823.69
11062,30.38,63.0,60.0,20.18,6.75,836.95
11063,30.39,62.0,61.0,12.1,7.87,859.25
11064,30.38,44.0,60.0,11.22,6.75,851.86
11065,30.39,29.0,60.0,76.21,5.62,884.75
11066,30.39,51.0,60.0,43.08,6.75,904.08
11067,30.39,67.0,60.0,38.14,4.5,902.96
11068,30.39,53.0,61.0,46.17,3.37,925.03
11069,30.39,56.0,61.0,43.06,10.12,924.29
11070,30.39,42.0,61.0,103.86,4.5,929.23
11071,30.39,35.0,61.0,51.3,6.75,935.62
11072,30.39,40.0,60.0,85.93,4.5,945.06
11073,30.39,56.0,61.0,73.94,5.62,949.17
11074,30.4,30.0,60.0,40.64,5.62,918.39
11075,30.4,42.0,60.0,63.63,9.0,873.61
11076,30.4,41.0,59.0,37.86,3.37,955.48
11077,30.4,53.0,58.0,114.31,4.5,953.45
11078,30.4,74.0,58.0,103.36,6.75,905.87
11079,30.4,76.0,58.0,38.05,9.0,1004.11
11080,30.4,74.0,57.0,68.5,7.87,988.17
11081,30.4,75.0,57.0,99.53,5.62,982.95
11082,30.4,77.0,56.0,38.1,3.37,982.52
11083,30.4,84.0,55.0,66.36,4.5,978.11
11084,30.4,84.0,55.0,8.52,3.37,976.2
11085,30.4,87.0,54.0,80.35,3.37,972.37
11086,30.4,83.0,55.0,35.6,11.25,975.71
11087,30.4,84.0,55.0,55.01,4.5,968.83
11088,30.41,82.0,55.0,336.5,4.5,953.41
11089,30.4,86.0,55.0,359.92,4.5,971.55
11090,30.41,84.0,55.0,29.92,12.37,955.44
11091,30.41,83.0,55.0,56.36,5.62,931.27
11092,30.41,85.0,55.0,61.84,9.0,916.43
11093,30.41,84.0,55.0,47.58,9.0,944.85
11094,30.41,80.0,55.0,355.68,2.25,904.78
11095,30.41,78.0,56.0,358.83,9.0,902.46
11096,30.42,71.0,57.0,31.15,6.75,930.33
11097,30.42,59.0,57.0,51.89,3.37,856.69
11098,30.42,57.0,57.0,13.64,2.25,898.6
11099,30.42,64.0,56.0,20.58,11.25,857.74
11100,30.42,73.0,56.0,39.5,6.75,916.44
11101,30.42,78.0,56.0,69.31,4.5,909.79
11102,30.42,80.0,56.0,7.8,5.62,902.6
11103,30.42,84.0,55.0,36.54,5.62,891.98
11104,30.42,87.0,55.0,35.85,7.87,881.45
11105,30.42,88.0,54.0,42.96,3.37,869.41
11106,30.42,92.0,52.0,140.87,7.87,858.48
11107,30.42,91.0,52.0,74.83,9.0,845.94
11108,30.42,92.0,51.0,78.55,3.37,833.97
11109,30.42,92.0,51.0,142.13,7.87,821.37
11110,30.42,91.0,51.0,74.76,3.37,807.72
11111,30.42,93.0,51.0,43.13,4.5,794.57
11112,30.42,93.0,51.0,91.25,6.75,783.14
11113,30.42,91.0,52.0,59.74,10.12,768.91
11114,30.41,92.0,51.0,281.18,2.25,759.59
11115,30.41,93.0,51.0,131.19,4.5,744.31
11116,30.41,95.0,51.0,66.03,7.87,727.42
11117,30.41,94.0,50.0,83.66,6.75,712.0
11118,30.41,93.0,51.0,106.96,2.25,695.62
11119,30.41,92.0,51.0,42.53,5.62,677.78
11120,30.41,90.0,52.0,0.11,2.25,658.67
11121,30.41,91.0,51.0,41.74,3.37,640.03
11122,30.41,91.0,51.0,117.65,4.5,624.14
11123,30.41,94.0,51.0,103.74,6.75,603.11
11124,30.41,97.0,50.0,92.4,5.62,573.7
11125,30.4,100.0,49.0,65.53,4.5,554.88
11126,30.4,101.0,49.0,49.98,6.75,535.39
11127,30.4,101.0,48.0,53.11,4.5,519.54
11128,30.4,101.0,48.0,11.91,3.37,519.72
11129,30.41,101.0,47.0,179.45,4.5,426.17
11130,30.4,101.0,47.0,129.53,13.5,264.17
11131,30.4,100.0,47.0,161.56,9.0,178.17
11132,30.4,100.0,47.0,169.6,7.87,178.21
11133,30.4,101.0,47.0,24.87,3.37,260.27
11134,30.4,101.0,47.0,71.1,3.37,205.4
11135,30.4,101.0,47.0,57.55,3.37,374.5
11136,30.39,101.0,47.0,125.54,4.5,287.92
11137,30.4,101.0,47.0,100.36,5.62,289.8
11138,30.39,101.0,47.0,118.32,4.5,316.36
11139,30.39,101.0,46.0,81.41,6.75,162.34
11140,30.39,100.0,46.0,35.36,10.12,284.95
11141,30.39,100.0,46.0,127.81,6.75,116.25
11142,30.39,100.0,46.0,108.72,10.12,111.33
11143,30.39,99.0,46.0,44.67,3.37,97.78
11144,30.39,98.0,46.0,107.75,6.75,105.95
11145,30.39,96.0,46.0,75.37,4.5,20.54
11146,30.38,95.0,46.0,106.51,4.5,19.49
11147,30.38,91.0,46.0,123.0,11.25,18.5
11148,30.38,93.0,45.0,103.55,4.5,17.43
11149,30.38,102.0,45.0,129.74,10.12,16.03
11150,30.38,102.0,45.0,135.47,4.5,14.53
11151,30.38,102.0,46.0,132.39,9.0,12.8
11152,30.38,102.0,46.0,152.54,4.5,12.72
11153,30.38,102.0,47.0,137.89,12.37,8.46
11154,30.38,102.0,47.0,124.11,7.87,5.05
11155,30.38,102.0,47.0,193.3,6.75,3.42
11156,30.38,102.0,47.0,173.4,3.37,1.87
11157,30.37,102.0,47.0,102.23,9.0,1.21
11158,30.38,102.0,47.0,161.95,4.5,1.2
11159,30.38,102.0,47.0,131.78,5.62,1.19
11160,30.38,102.0,47.0,96.4,6.75,1.21
11161,30.38,102.0,47.0,63.19,6.75,1.23
11162,30.37,102.0,47.0,138.33,12.37,1.25
11163,30.37,102.0,47.0,165.06,3.37,1.22
11164,30.37,102.0,47.0,138.25,13.5,1.21
11165,30.37,102.0,47.0,123.85,6.75,1.21
11166,30.37,102.0,47.0,111.87,10.12,1.22
11167,30.37,102.0,47.0,139.58,12.37,1.17
11168,30.37,102.0,47.0,119.55,5.62,1.18
11169,30.37,102.0,47.0,181.41,10.12,1.24
11170,30.37,102.0,47.0,189.5,4.5,1.22
11171,30.37,102.0,47.0,134.52,9.0,1.22
11172,30.37,102.0,47.0,110.08,6.75,1.21
11173,30.37,102.0,47.0,120.48,10.12,1.24
11174,30.37,102.0,47.0,150.99,4.5,1.18
11175,30.37,102.0,47.0,120.58,4.5,1.23
11176,30.37,102.0,47.0,139.42,12.37,1.21
11177,30.37,102.0,47.0,128.1,7.87,1.21
11178,30.37,102.0,47.0,132.65,11.25,1.19
11179,30.37,102.0,47.0,128.89,13.5,1.2
11180,30.37,102.0,47.0,117.82,6.75,1.19
11181,30.37,102.0,46.0,150.45,5.62,1.25
11182,30.37,102.0,46.0,181.57,6.75,1.22
11183,30.37,102.0,45.0,139.99,9.0,1.23
11184,30.37,102.0,45.0,153.05,7.87,1.18
11185,30.37,102.0,46.0,181.27,9.0,1.21
11186,30.38,102.0,46.0,154.59,3.37,1.26
11187,30.38,102.0,46.0,77.52,7.87,1.27
11188,30.38,101.0,46.0,282.57,2.25,1.24
11189,30.37,101.0,46.0,108.14,6.75,1.22
11190,30.38,101.0,46.0,109.33,3.37,1.22
11191,30.38,101.0,47.0,91.41,5.62,1.22
11192,30.37,101.0,47.0,159.38,5.62,1.2
11193,30.38,101.0,47.0,149.04,1.12,1.26
11194,30.38,101.0,47.0,130.13,4.5,1.23
11195,30.38,101.0,47.0,40.07,3.37,1.22
11196,30.38,101.0,47.0,112.98,10.12,1.21
11197,30.38,101.0,47.0,271.1,1.12,1.23
11198,30.38,101.0,47.0,109.97,4.5,1.25
11199,30.38,101.0,47.0,88.81,3.37,1.2
11200,30.38,101.0,47.0,117.64,4.5,1.21
11201,30.38,101.0,47.0,117.24,3.37,1.24
11202,30.38,101.0,47.0,93.78,5.62,1.15
11203,30.38,101.0,47.0,148.2,4.5,1.22
11204,30.38,101.0,47.0,141.93,4.5,1.21
11205,30.38,101.0,47.0,145.98,7.87,1.26
11206,30.38,101.0,47.0,112.54,5.62,1.21
11207,30.39,100.0,47.0,167.19,2.25,1.14
11208,30.39,100.0,47.0,129.57,6.75,1.19
11209,30.39,100.0,47.0,141.04,3.37,1.21
11210,30.39,100.0,47.0,136.02,7.87,1.26
11211,30.39,101.0,47.0,130.85,6.75,1.21
11212,30.4,101.0,47.0,61.59,3.37,1.23
11213,30.4,101.0,47.0,136.29,3.37,1.18
11214,30.4,101.0,47.0,135.82,3.37,1.23
11215,30.4,101.0,47.0,110.45,9.0,1.21
11216,30.4,101.0,47.0,141.91,6.75,1.24
11217,30.4,101.0,47.0,105.05,9.0,1.14
11218,30.4,101.0,47.0,150.79,6.75,1.21
11219,30.41,101.0,47.0,145.16,2.25,1.2
11220,30.41,101.0,47.0,150.24,3.37,1.18
11221,30.41,101.0,47.0,86.33,3.37,1.22
11222,30.41,101.0,47.0,146.39,4.5,1.21
11223,30.41,101.0,47.0,95.17,5.62,1.19
11224,30.41,101.0,47.0,182.46,2.25,1.21
11225,30.41,101.0,47.0,129.6,5.62,1.22
11226,30.41,101.0,48.0,90.29,2.25,1.22
11227,30.41,101.0,48.0,47.1,7.87,1.2
11228,30.42,101.0,48.0,191.45,3.37,1.22
11229,30.42,101.0,48.0,149.13,3.37,1.21
11230,30.42,101.0,48.0,106.81,3.37,1.2
11231,30.42,101.0,48.0,89.15,5.62,1.22
11232,30.42,101.0,48.0,158.5,2.25,1.21
11233,30.42,101.0,48.0,85.34,2.25,1.2
11234,30.42,101.0,48.0,76.24,1.12,1.22
11235,30.42,101.0,48.0,151.19,6.75,1.21
11236,30.42,101.0,48.0,104.04,6.75,1.2
11237,30.42,101.0,48.0,48.15,3.37,1.24
11238,30.42,101.0,48.0,197.49,4.5,1.2
11239,30.42,101.0,48.0,132.79,7.87,1.22
11240,30.42,101.0,47.0,35.67,7.87,1.2
11241,30.42,101.0,47.0,135.71,15.75,1.22
11242,30.42,101.0,47.0,161.14,4.5,1.2
11243,30.42,101.0,47.0,118.66,2.25,1.25
11244,30.42,101.0,47.0,59.92,5.62,1.19
11245,30.42,101.0,47.0,82.22,4.5,1.24
11246,30.42,101.0,47.0,111.49,5.62,1.21
11247,30.42,101.0,47.0,77.81,6.75,1.18
11248,30.43,101.0,47.0,113.71,10.12,1.19
11249,30.43,101.0,46.0,151.35,9.0,1.2
11250,30.43,101.0,46.0,165.08,10.12,1.21
11251,30.43,101.0,46.0,103.97,9.0,1.19
11252,30.43,101.0,46.0,141.92,6.75,1.21
11253,30.43,101.0,47.0,64.9,4.5,1.13
11254,30.42,101.0,47.0,90.06,5.62,1.26
11255,30.43,101.0,47.0,37.08,2.25,1.24
11256,30.43,101.0,48.0,121.45,6.75,1.21
11257,30.43,101.0,47.0,151.69,6.75,1.22
11258,30.43,101.0,47.0,118.87,12.37,1.2
11259,30.44,101.0,47.0,109.46,3.37,1.24
11260,30.43,101.0,47.0,133.82,9.0,1.2
11261,30.43,101.0,47.0,142.65,7.87,1.19
11262,30.43,101.0,47.0,125.12,6.75,1.21
11263,30.43,101.0,47.0,71.41,5.62,1.22
11264,30.43,101.0,48.0,153.51,6.75,1.19
11265,30.43,101.0,48.0,232.52,3.37,1.24
11266,30.43,101.0,48.0,166.57,2.25,1.22
11267,30.43,101.0,48.0,130.69,10.12,1.22
11268,30.43,101.0,48.0,75.06,7.87,1.22
11269,30.43,101.0,48.0,112.28,6.75,1.21
11270,30.42,101.0,48.0,133.83,6.75,1.22
11271,30.42,101.0,48.0,158.34,10.12,1.21
11272,30.42,101.0,48.0,157.85,5.62,1.22
11273,30.42,101.0,48.0,94.54,11.25,1.2
11274,30.42,101.0,48.0,153.53,6.75,1.21
11275,30.42,101.0,48.0,122.29,9.0,1.2
11276,30.42,100.0,48.0,123.02,9.0,1.21
11277,30.42,100.0,48.0,168.38,6.75,1.21
11278,30.42,100.0,48.0,147.7,13.5,1.2
11279,30.42,100.0,48.0,132.88,10.12,1.22
11280,30.42,100.0,48.0,114.42,6.75,1.2
11281,30.42,100.0,47.0,145.77,6.75,1.22
11282,30.42,100.0,47.0,35.92,4.5,1.19
11283,30.42,100.0,47.0,86.46,5.62,1.2
11284,30.42,99.0,47.0,131.01,7.87,1.25
11285,30.42,99.0,48.0,106.25,3.37,1.21
11286,30.42,99.0,48.0,51.92,7.87,1.22
11287,30.41,99.0,48.0,128.01,10.12,1.21
11288,30.41,98.0,48.0,102.57,3.37,1.19
11289,30.41,98.0,48.0,134.04,11.25,1.19
11290,30.41,97.0,47.0,48.35,4.5,1.22
11291,30.41,97.0,47.0,123.61,10.12,1.21
